number,id,long,lat,specie,metapopulation,site_neighborhood,category,site,plots,traps,time_new,date,gpo_funcional,orden,family,otu,abundance
209,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_2,1
210,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Predator,Diptera,Calliphoridae,Calliphoridae_4,1
211,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_3,1
212,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_2,1
213,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_5,5
214,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Parasitismo,Hymenoptera,Braconidae,Braconidae_6,1
215,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_10,1
216,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_5,1
217,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_1,2
219,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_8,5
220,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_4,1
223,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_2,2
224,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Predator,Diptera,Tabanidae,Tabanidae_2,1
225,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Predator,Diptera,Culicidae,Culicidae_5,1
226,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_3,2
227,19,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,2,19/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_5,3
229,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Predator,Araneae,Araneidae,Araneidae_4,1
230,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_1,2
231,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Herbivorous,Lepidoptera,Geometridae,Geometridae_1,1
232,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Herbivorous,Diptera,Sarcophagidae,Sarcophagidae_2,1
233,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Predator,Acari,Acari,Acari_1,1
234,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Predator,Diptera,Culicidae,Culicidae_6,1
235,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_1,1
236,24,.-89..457326.,.21..321502.,.G.. hirsutum.,YPM,Cotton-positive,Positive,Pro2,B,Jabonosa,blanco,11/09/2017,Herbivorous,Psocoptera,Ectopsocidae,Ectopsocidae_2,1
238,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Coleoptera,Chrysomelidae,Chrysomelidae_7,2
239,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Miridae,Miridae_2,27
240,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_3,9
241,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Aphididae,Aphididae_1,1
242,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Hemiptera,Anthocoridae,Anthocoridae_1,1
245,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Sarcophagidae,Sarcophagidae_1,5
246,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_10,2
247,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Parasitismo,Hymenoptera,Braconidae,Braconidae_7,1
248,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Hemiptera,Reduviidae,Reduviidae_2,1
249,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Mantodea,Mantidae,Mantidae_2,1
251,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_1,1
252,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_11,1
253,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Parasitismo,Hymenoptera,Braconidae,Braconidae_8,1
254,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_3,1
256,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_4,1
257,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Araneae,Salticidae,Salticidae_6,1
258,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_2,4
259,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Miridae,Miridae_2,2
260,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_4,1
261,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Miridae,Miridae_3,2
262,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Lepidoptera,Geometridae,Geometridae_2,2
263,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_4,1
264,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Parasitismo,Hymenoptera,Ichneumonidae,Ichneumonidae_1,1
266,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Orthoptera,Acrididae,Acrididae_1,1
268,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Araneae,Thomisidae,Thomisidae_3,1
270,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Araneae,Salticidae,Salticidae_7,1
271,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Orthoptera,Gryllidae,Gryllidae_2,1
272,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_4,1
273,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Sarcophagidae,Sarcophagidae_1,1
274,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Aphididae,Aphididae_1,1
275,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_5,3
276,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Miridae,Miridae_2,3
277,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_3,2
278,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_12,1
279,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_2,1
281,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Coleoptera,Staphylinidae,Staphylinidae_1,1
282,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Diptera,Calliphoridae,Calliphoridae_7,1
283,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_5,1
284,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Ulidiidae,Ulidiidae_1,1
285,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_1,1
287,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hymenoptera,Eurytomidae,Eurytomidae_1,1
288,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_2,1
289,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_18,4
290,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hymenoptera,Eurytomidae,Eurytomidae_2,1
291,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Parasitismo,Hymenoptera,Braconidae,Braconidae_9,1
292,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_10,1
293,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_3,1
294,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_4,1
295,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Hymenoptera,Eurytomidae,Eurytomidae_2,3
296,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Predator,Hymenoptera,Vespidae,Vespidae_4,1
297,25,-95851,15913,.G.. hirsutum.,SPM,Neighborhood-negative,Neighborhood,Morro Ayuta,C,Golpeo,2,21/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_1,1
299,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Diptera,Culicidae,Culicidae_1,1
300,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Araneae,Oxyopidae,Oxyopidae_2,1
301,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Colembola,Collembolla,Collembolla_1,1
302,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_2,1
303,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Diptera,Culicidae,Culicidae_6,1
305,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Coleoptera,Staphylinidae,Staphylinidae_2,1
307,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Colembola,Collembolla,Collembolla_1,1
308,26,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,21/08/2017,Predator,Diptera,Culicidae,Culicidae_7,1
309,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Herbivorous,Lepidoptera,Geometridae,Geometridae_1,1
311,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Polinivoro,Thysanoptera,Thripidae,Thripidae_1,1
313,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Herbivorous,Hemiptera,Aphididae,Aphididae_1,1
314,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Polinivoro,Thysanoptera,Thripidae,Thripidae_1,2
315,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Diptera,Culicidae,Culicidae_6,1
317,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Diptera,Culicidae,Culicidae_7,1
318,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Araneae,Thomisidae,Thomisidae_4,1
320,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Diptera,Culicidae,Culicidae_7,1
321,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Hemiptera,Anthocoridae,Anthocoridae_1,1
322,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_1,1
323,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Coleoptera,Coccinellidae,Coccinellidae_1,1
324,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Diptera,Culicidae,Culicidae_8,1
325,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Parasitismo,Hymenoptera,Encyrtidae,Encyrtidae_1,1
326,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Parasitismo,Hymenoptera,Eulophydae,Eulophydae_1,1
327,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_6,1
328,27,.-94..99618297.,.16..71256422.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,A,Jabonosa,azul,20/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_5,1
329,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Orthoptera,Gryllidae,Gryllidae_3,1
330,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_9,1
331,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Coleoptera,Curculionidae,Curculionidae_1,3
332,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_5,2
333,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Psocoptera,Ectopsocidae,Ectopsocidae_3,1
334,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_5,1
335,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Predator,Diptera,Culicidae,Culicidae_7,1
336,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Predator,Diptera,Culicidae,Culicidae_8,2
337,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Predator,Coleoptera,Staphylinidae,Staphylinidae_3,1
338,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_13,1
339,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Predator,Coleoptera,Coccinellidae,Coccinellidae_1,1
340,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Predator,Coleoptera,Staphylinidae,Staphylinidae_2,1
341,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Parasitismo,Hymenoptera,Eulophydae,Eulophydae_2,1
342,22,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,blanco,26/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_17,3
343,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_3,5
345,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Polinivoro,Thysanoptera,Thripidae,Thripidae_1,1
347,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Parasitismo,Hymenoptera,Ceraphronidae,Ceraphronidae_2,1
348,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Predator,Coleoptera,Staphylinidae,Staphylinidae_3,1
349,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_4,1
350,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Predator,Diptera,Culicidae,Culicidae_1,1
351,11,.-98..908095.,.16..535936.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,B,Jabonosa,blanco,26/08/2017,Herbivorous,Diptera,Agromyzidae,Agromyzidae_18,2
353,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Predator,Araneae,Oxyopidae,Oxyopidae_2,1
354,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Herbivorous,Hemiptera,Cicadellidae,Cicadellidae_2,13
355,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Herbivorous,Coleoptera,Curculionidae,Curculionidae_1,8
356,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Herbivorous,Psocoptera,Ectopsocidae,Ectopsocidae_1,1
357,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_5,1
358,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_14,1
359,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Predator,Coleoptera,Carabidae,Carabidae_1,1
361,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Predator,Coleoptera,Carabidae,Carabidae_2,1
362,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Predator,Diptera,Calliphoridae,Calliphoridae_1,3
363,18,.-98..90838.,.16..536052.,.G.. hirsutum.,CPM,Cotton-negative,Negative,Playa ventura,A,Jabonosa,amarillo,26/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_6,1
364,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Herbivorous,Lepidoptera,Geometridae,Geometridae_1,1
365,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Herbivorous,Diptera,Ulidiidae,Ulidiidae_3,1
366,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Herbivorous,Hemiptera,Cixiidae,Cixiidae_1,2
367,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_5,4
368,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Polinivoro,Hymenoptera,Hallictidae,Hallictidae_2,1
369,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Herbivorous,Hymenoptera,Formicidae,Formicidae_2,16
370,12,.-94..99645619.,.16..71256411.,.G.. hirsutum.,SPM,Cotton-positive,Positive,Chivela,B,Golpeo,1,20/08/2017,Predator,Diptera,Dolichopodidae,Dolichopodidae_3,1
